# weakly labeled youtube video segments from the dcase dataset, reformated like google_audioset_meta
# 10 classes: /m/07pp_mv, /m/09x0r, /m/0bt9lr, /m/01yrx, /m/04brg2, /m/0dxrf, /m/04fgwm, /m/0d31p, /m/02pjr4, /m/0838f
# YTID, start_seconds, end_seconds, weak_labels
0BwiOU6alvQ, 0.000, 10.000, "/m/0bt9lr"
0C3J02LHgVk, 30.000, 40.000, "/m/0bt9lr"
0CRPp8k4wEo, 30.000, 40.000, "/m/0bt9lr"
0CUHnK_Lh4s, 30.000, 40.000, "/m/0bt9lr"
0CYxiRkfVhw, 30.000, 40.000, "/m/0bt9lr"
0CgZR0f_yFs, 30.000, 40.000, "/m/0bt9lr"
0CkERnAY8Ro, 30.000, 40.000, "/m/0bt9lr;/m/09x0r"
0EOJ3ZqLJDU, 10.000, 20.000, "/m/0bt9lr"
0EjIJRg8ub4, 30.000, 40.000, "/m/0bt9lr"
0FtYHAivI2E, 30.000, 40.000, "/m/0bt9lr"
0Gggc7Vz7TI, 10.000, 20.000, "/m/0bt9lr"
0Gxxzj2vopc, 30.000, 40.000, "/m/0bt9lr"
0IGUZWhc9Go, 10.000, 20.000, "/m/0bt9lr"
0J0sN1xeDZM, 30.000, 40.000, "/m/0bt9lr"
0M20-hvyBvQ, 110.000, 120.000, "/m/0bt9lr"
0M7CEfzzGm8, 220.000, 230.000, "/m/0bt9lr"
0N3bFducxuc, 30.000, 40.000, "/m/0bt9lr"
0NIW_5zr2zg, 30.000, 40.000, "/m/0bt9lr"
0OLsNjg9Q_c, 40.000, 50.000, "/m/0bt9lr"
0P2dMIUs6W0, 21.000, 31.000, "/m/0bt9lr"
0Q_BPEl7_Vo, 30.000, 40.000, "/m/0bt9lr"
0QkmP-TtIFo, 300.000, 310.000, "/m/0bt9lr"
0RFwwmALrBs, 30.000, 40.000, "/m/0bt9lr;/m/09x0r"
0RNKWKFds8Y, 30.000, 40.000, "/m/0bt9lr"
0RxvhDsjL0M, 30.000, 40.000, "/m/0bt9lr"
0UEClS6XhZ0, 30.000, 40.000, "/m/0bt9lr"
0UhAR0Qt4UA, 28.000, 38.000, "/m/0bt9lr"
0XDz4i5L4nE, 30.000, 40.000, "/m/0bt9lr;/m/09x0r"
0XED4i5Jkzw, 300.000, 310.000, "/m/0bt9lr"
0XR0EQBxzZk, 30.000, 40.000, "/m/0bt9lr"
0XUauSOwvzk, 30.000, 40.000, "/m/0bt9lr"
0X_XBckLKj8, 30.000, 40.000, "/m/0bt9lr"
0XouGEsWiQk, 200.000, 210.000, "/m/0bt9lr"
0ZPALU8EnWQ, 30.000, 40.000, "/m/0bt9lr"
0ZvMYLsy5sY, 20.000, 30.000, "/m/0bt9lr"
0_J0BWiW7-k, 12.000, 22.000, "/m/0bt9lr;/m/0d31p"
0a8RB5eOGJ4, 30.000, 40.000, "/m/0bt9lr"
0br2bEMg6yg, 23.000, 33.000, "/m/0bt9lr"
0bveNubRkUI, 0.000, 10.000, "/m/0bt9lr"
0cGgIDhIfdA, 30.000, 40.000, "/m/0bt9lr"
0cnLnzrBcmY, 10.000, 20.000, "/m/0bt9lr"
0d8dFoWQ2KA, 30.000, 40.000, "/m/0bt9lr"
0dI4cUQlAkQ, 30.000, 40.000, "/m/0bt9lr"
0eNfQDAbn_Y, 20.000, 30.000, "/m/0bt9lr"
0eaVWAwYCyU, 40.000, 50.000, "/m/0bt9lr;/m/09x0r"
0ebNDEKQWmY, 2.000, 12.000, "/m/0bt9lr"
0geFG8tCbrc, 0.000, 9.000, "/m/0bt9lr;/m/09x0r"
0gvqDWLoBfQ, 10.000, 20.000, "/m/0bt9lr"
0io4FnKo8Eg, 20.000, 30.000, "/m/0bt9lr"
0izj5OZGtg8, 30.000, 40.000, "/m/0bt9lr"
0j2L1H_b1qM, 20.000, 30.000, "/m/0bt9lr"
0kTHgSzQkfw, 10.000, 20.000, "/m/0bt9lr"
0l2qcA0XKUs, 30.000, 40.000, "/m/0bt9lr"
0lUFEAnnET8, 30.000, 40.000, "/m/0bt9lr"
0lV5Fln3nYA, 390.000, 400.000, "/m/0bt9lr"
0m5K90TnZhI, 30.000, 40.000, "/m/0bt9lr;/m/09x0r"
0m9QkjCVwcU, 30.000, 40.000, "/m/0bt9lr;/m/09x0r"
0mkHrcDzecQ, 90.000, 100.000, "/m/0bt9lr"
5_OJsj6bcuo, 260.000, 270.000, "/m/04brg2;/m/0dxrf;/m/09x0r"
8EQHKEd5mm4, 120.000, 130.000, "/m/04brg2;/m/0dxrf"
A_0MlszhCDE, 180.000, 190.000, "/m/04brg2;/m/0dxrf;/m/09x0r"
Ks82WXeSK_I, 200.000, 210.000, "/m/04brg2;/m/0dxrf"
TrdsiHl7xWA, 30.000, 40.000, "/m/04brg2;/m/0dxrf;/m/09x0r"
ZPDVc3hNaQs, 80.000, 90.000, "/m/04brg2;/m/09x0r;/m/0dxrf"
-DlHUJC4NuM, 16.000, 26.000, "/m/0dxrf;/m/04brg2"
-EDRNpIlIwo, 480.000, 490.000, "/m/0dxrf"
-GFJt6U-eE8, 340.000, 350.000, "/m/09x0r;/m/0dxrf;/m/04brg2"
-Owu1H-JG9w, 410.000, 420.000, "/m/0dxrf;/m/09x0r"
-PfTYmixaVM, 170.000, 180.000, "/m/0dxrf"
-RIXNh-i88E, 30.000, 40.000, "/m/09x0r;/m/0dxrf;/m/04brg2"
-ZFt9Uzz6Bc, 410.000, 420.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
-_EXFasQQb8, 10.000, 20.000, "/m/0dxrf;/m/09x0r"
-_OktjRkoSk, 110.000, 120.000, "/m/0dxrf;/m/09x0r"
-essyyKfJao, 310.000, 320.000, "/m/0dxrf;/m/09x0r"
-g-eZBsr_3s, 520.000, 530.000, "/m/0dxrf;/m/09x0r"
-knsW4FmXus, 320.000, 330.000, "/m/0dxrf;/m/09x0r"
-mNmhJs1pYM, 90.000, 100.000, "/m/0dxrf"
04jA_kRetJY, 190.000, 200.000, "/m/0dxrf;/m/09x0r"
0H886ArR4l4, 20.000, 30.000, "/m/0dxrf;/m/09x0r"
0PvDZ5t_Ajk, 20.000, 30.000, "/m/0dxrf;/m/09x0r"
0WxL3UhsteQ, 210.000, 220.000, "/m/0dxrf;/m/09x0r"
0Z4LBWXXRTY, 430.000, 440.000, "/m/0dxrf;/m/09x0r"
0eTnDw0z8MQ, 170.000, 180.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
0lEavQUSRO4, 410.000, 420.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
0m5cakFD4UM, 80.000, 90.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
0oUbMWJgokM, 170.000, 180.000, "/m/09x0r;/m/0dxrf"
0rmCYTGycKw, 90.000, 100.000, "/m/0dxrf;/m/09x0r"
0t1ogJiWi2s, 60.000, 70.000, "/m/09x0r;/m/0dxrf"
0wBhkeneS_0, 90.000, 100.000, "/m/0dxrf"
18ga5cnUrmk, 80.000, 90.000, "/m/09x0r;/m/0dxrf"
1BScYBNc6MA, 50.000, 60.000, "/m/09x0r;/m/0dxrf"
1CPfFe_5hyQ, 200.000, 210.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
1ERSh8l5-sM, 330.000, 340.000, "/m/09x0r;/m/0dxrf"
1GOF_EEeO-0, 250.000, 260.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
1T8oXIFhjbI, 160.000, 170.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
1X3ab9ycVL0, 130.000, 140.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
1pwPeNfpA6g, 20.000, 30.000, "/m/0dxrf;/m/04brg2"
1vRE3X4JUGA, 90.000, 100.000, "/m/0dxrf"
21Lcs4vTfL8, 330.000, 340.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
24MAv47JAmM, 60.000, 70.000, "/m/09x0r;/m/0dxrf"
2BNVQn48D04, 130.000, 140.000, "/m/09x0r;/m/0dxrf"
2EEC4MkIOiI, 40.000, 50.000, "/m/0dxrf;/m/04brg2"
2ICT6R4XpG8, 390.000, 400.000, "/m/0dxrf;/m/04brg2"
2IvlhZhAQXg, 480.000, 490.000, "/m/09x0r;/m/0dxrf"
2K9u6gFz8aU, 270.000, 280.000, "/m/09x0r;/m/0dxrf"
2UxOuJUUNYI, 310.000, 320.000, "/m/09x0r;/m/0dxrf"
2gSMufsNQKA, 30.000, 40.000, "/m/0dxrf;/m/04brg2"
2itn7f5uqII, 340.000, 350.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
2rk3CP0wyTE, 30.000, 40.000, "/m/0dxrf"
2u1uhPJjG0E, 130.000, 140.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
31QfrApbf68, 140.000, 150.000, "/m/0dxrf"
3BDYVasyc7w, 90.000, 100.000, "/m/09x0r;/m/0dxrf"
3GzSX64mz9A, 120.000, 130.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
3JhDWx-fyrU, 140.000, 150.000, "/m/09x0r;/m/0dxrf"
3KMFLT0_1Z8, 40.000, 50.000, "/m/0dxrf;/m/04brg2"
3T83pSxx7EY, 50.000, 60.000, "/m/09x0r;/m/0dxrf"
3W9E20sjFxU, 30.000, 40.000, "/m/0dxrf;/m/09x0r"
3Y-sGqzbkz8, 70.000, 80.000, "/m/0dxrf;/m/09x0r"
3eNWJ4Hle6Y, 210.000, 220.000, "/m/0dxrf;/m/04brg2"
3fUx5N4E_Ns, 22.000, 32.000, "/m/0dxrf"
3oMfiHn8glc, 250.000, 260.000, "/m/0dxrf;/m/09x0r"
3vbNr_cSPCs, 230.000, 240.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
3xw-ArXjCd0, 1.000, 11.000, "/m/0dxrf"
4GNasJv6pKg, 160.000, 170.000, "/m/0dxrf"
4Io5AxwAZLg, 210.000, 220.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
4SsN6ljFgO4, 380.000, 390.000, "/m/09x0r;/m/0dxrf"
4UnxBVjWyyI, 310.000, 320.000, "/m/0dxrf;/m/04brg2"
4bMl2MbdGFc, 60.000, 70.000, "/m/09x0r;/m/0dxrf"
4cV4T8ACLh8, 290.000, 300.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
4dYGxoFrg_U, 120.000, 130.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
4dcmUaJWEBA, 250.000, 260.000, "/m/09x0r;/m/0dxrf"
4fz0-Kx2oNs, 250.000, 260.000, "/m/0dxrf"
4n7ne-sC-JM, 520.000, 530.000, "/m/0dxrf"
4nHPpC6oGn4, 100.000, 110.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
4pk8AgcjwHI, 100.000, 110.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
4yx7AdsRAOs, 0.000, 10.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5-P7x4FV4lg, 570.000, 580.000, "/m/09x0r;/m/0dxrf"
51O5P0FfM4s, 350.000, 360.000, "/m/09x0r;/m/0dxrf"
56DAM74mj4o, 110.000, 120.000, "/m/09x0r;/m/0dxrf"
59sY88oEnK4, 270.000, 280.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5G6b_QWL3nY, 60.000, 70.000, "/m/0dxrf"
5K3CYm2u2zA, 220.000, 230.000, "/m/0dxrf;/m/04brg2"
5KgFUESjAjY, 30.000, 40.000, "/m/09x0r;/m/0dxrf"
5MdrETdOmws, 30.000, 40.000, "/m/09x0r;/m/0dxrf"
5MfA-Ty5Bug, 120.000, 130.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5NL28wdRU7w, 70.000, 80.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5OZjjLujmW4, 220.000, 230.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5SuhTH6E4s0, 510.000, 520.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5XSZ28t3Er4, 40.000, 50.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5ZQCdVfdGig, 170.000, 180.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5Z_H9AAErB8, 240.000, 250.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5Zlfi4rMHdA, 220.000, 230.000, "/m/09x0r;/m/0dxrf"
5cKp2I5wVnc, 110.000, 120.000, "/m/09x0r;/m/0dxrf"
5hUK9ubSMZU, 300.000, 310.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5jGW04-qCqA, 70.000, 80.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
5jLgU3vg-JQ, 30.000, 40.000, "/m/0dxrf"
60sTmOvstX8, 14.000, 24.000, "/m/0dxrf;/m/09x0r"
621uG1-AkPg, 260.000, 270.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
63aTkG1grKA, 120.000, 130.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
68ijV_btmC0, 370.000, 380.000, "/m/0dxrf"
6DMX8gljdqU, 90.000, 100.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
6cCRuEzXIl8, 410.000, 420.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
6kG4su7eRsg, 160.000, 170.000, "/m/0dxrf;/m/04brg2"
6nJ9zXqHerc, 170.000, 180.000, "/m/09x0r;/m/0dxrf"
6zBQwvfO958, 90.000, 100.000, "/m/09x0r;/m/0dxrf"
779sKwaX_Hc, 120.000, 130.000, "/m/0dxrf"
7BrW2OIEGE4, 20.000, 30.000, "/m/0dxrf;/m/04brg2"
7jYmoqMkZSI, 50.000, 60.000, "/m/0dxrf;/m/04brg2"
7n4LwRcCA6I, 230.000, 240.000, "/m/0dxrf;/m/09x0r"
7o9GQfuUR0w, 30.000, 40.000, "/m/09x0r;/m/0dxrf"
7pL3UHjTnYw, 90.000, 100.000, "/m/0dxrf"
7sWqfhE9q08, 30.000, 40.000, "/m/09x0r;/m/0dxrf"
7w_SOFgaack, 70.000, 80.000, "/m/09x0r;/m/0dxrf"
8-ZLMffhptY, 280.000, 290.000, "/m/09x0r;/m/0dxrf"
8-wMKTMviuw, 180.000, 190.000, "/m/09x0r;/m/0dxrf"
82f4N4PPYDg, 70.000, 80.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
8DVSSxR87pY, 300.000, 310.000, "/m/09x0r;/m/0dxrf"
8XVcVotWIiE, 2.000, 12.000, "/m/0dxrf;/m/04brg2"
8Xdq4cSpwl4, 90.000, 100.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
8s70b3xf7LY, 100.000, 110.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
8sfcMZ8A3OQ, 180.000, 190.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
8wsrGjVfzQI, 160.000, 170.000, "/m/09x0r;/m/0dxrf"
923C2xEL-bY, 110.000, 120.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
94P0VLAgTb4, 240.000, 250.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
9JbcP3y9hYU, 560.000, 570.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
9KPk292No4k, 140.000, 150.000, "/m/09x0r;/m/0dxrf"
9V_qFBGs5yY, 240.000, 250.000, "/m/09x0r;/m/0dxrf"
9YO1aiPy2A4, 280.000, 290.000, "/m/0dxrf;/m/09x0r"
9_HGCP0zg-4, 30.000, 40.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
9aPbbNZGKM4, 140.000, 150.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
9bQxINhcasI, 30.000, 40.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
9iGjureW7uE, 80.000, 90.000, "/m/0dxrf"
9kMTqmnH0h8, 70.000, 80.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
9pJxCW3gGFE, 120.000, 130.000, "/m/0dxrf;/m/04brg2"
9puiKadufhc, 150.000, 160.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
9urBm5gQ_Gs, 120.000, 130.000, "/m/0dxrf;/m/09x0r"
9vugWX2roX4, 350.000, 360.000, "/m/09x0r;/m/0dxrf"
9woSSMs77wg, 160.000, 170.000, "/m/0dxrf"
9xTGSB1Gu5k, 180.000, 190.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
A-KMlW676fA, 170.000, 180.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
A-ni6bLwLzs, 0.000, 7.000, "/m/0dxrf"
A1vqIG8hUrA, 140.000, 150.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
AXXbSozzodM, 150.000, 160.000, "/m/09x0r;/m/0dxrf"
A_Ed02Fc8uI, 520.000, 530.000, "/m/09x0r;/m/0dxrf"
Abj_Mr9vSF4, 30.000, 40.000, "/m/0dxrf"
Acv5XdRQYUg, 350.000, 360.000, "/m/0dxrf"
AiPaclfScPk, 30.000, 40.000, "/m/09x0r;/m/04brg2"
Aq9aVc38ENg, 530.000, 540.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
AvtbBBUmJnY, 30.000, 40.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
AxjVvxlVrB0, 70.000, 80.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
B1jt_Zl16BM, 140.000, 150.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
B6PFjZ09CeQ, 160.000, 170.000, "/m/0dxrf;/m/09x0r;/m/04brg2"
B7mBrG4WDFI, 210.000, 220.000, "/m/0dxrf;/m/04brg2"
B9tmpIYIBWc, 40.000, 50.000, "/m/0dxrf;/m/04brg2"
BCMH41D40C0, 150.000, 160.000, "/m/09x0r;/m/0dxrf"
BKNZ1V5Vwio, 190.000, 200.000, "/m/0dxrf"
BUqBatiRaS0, 30.000, 40.000, "/m/0dxrf"
C0yegOHoNH8, 150.000, 160.000, "/m/0dxrf;/m/04brg2"
C61p3UzHJlc, 60.000, 70.000, "/m/0dxrf"
C9RkVD1AgtU, 60.000, 70.000, "/m/0dxrf"
CYsgCcBFp9M, 30.000, 40.000, "/m/0dxrf;/m/04brg2"
D5LEHkIb3pI, 30.000, 40.000, "/m/0dxrf"
DK6lH3TIvvM, 6.000, 16.000, "/m/0dxrf;/m/04brg2"
EdapWc6McpE, 150.000, 160.000, "/m/0dxrf;/m/04brg2"
ExjkmiWArck, 380.000, 390.000, "/m/0dxrf"
FA_mtHkWx_A, 350.000, 360.000, "/m/0dxrf;/m/04brg2"
F_EGkmOEU6s, 9.000, 19.000, "/m/0dxrf"
Fjs4ljE0B9M, 220.000, 230.000, "/m/0dxrf;/m/04brg2"
FoAmYrmOvbU, 30.000, 40.000, "/m/0dxrf"
-TDsXxTaw2Q, 520.000, 530.000, "/m/04brg2"
-WEfNbZO_LE, 130.000, 140.000, "/m/04brg2"
-YLpD1UW8qU, 0.000, 10.000, "/m/04brg2"
-hWRLlRjetY, 10.000, 20.000, "/m/04brg2"
-xyHS0dJ3R8, 190.000, 200.000, "/m/04brg2"
074nzzlXf_g, 70.000, 80.000, "/m/04brg2"
0r2OVHasER0, 140.000, 150.000, "/m/04brg2"
1Ulak3dMnGU, 18.000, 28.000, "/m/04brg2"
1h5vQr1yu2E, 100.000, 110.000, "/m/04brg2"
1hL4MSPzMZ0, 270.000, 280.000, "/m/04brg2;/m/0dxrf"
1lqdBjdJgWg, 50.000, 60.000, "/m/04brg2"
2MwW5vQm4wI, 210.000, 220.000, "/m/04brg2"
2RQQORu0diE, 60.000, 70.000, "/m/04brg2"
2b7NoEYo56g, 80.000, 90.000, "/m/04brg2"
2dZ7ZV3vK28, 30.000, 40.000, "/m/04brg2"
2hahuIUm410, 40.000, 50.000, "/m/04brg2"
2p230m8MT0I, 60.000, 70.000, "/m/04brg2"
2qXtaTZdvrY, 20.000, 30.000, "/m/04brg2"
2tJYLjtQQjM, 170.000, 180.000, "/m/04brg2"
32V6Gv7S6mA, 50.000, 60.000, "/m/04brg2"
4FdTwg1jmAk, 2.000, 12.000, "/m/04brg2"
4QbTi4xcuVY, 30.000, 40.000, "/m/04brg2"
4RPbOWqEeVk, 310.000, 320.000, "/m/04brg2"
4SDfWBgrXVM, 10.000, 20.000, "/m/04brg2"
4XoQgeO26Ls, 0.000, 9.000, "/m/04brg2"
4fti1n2kmss, 10.000, 20.000, "/m/04brg2"
4vjsxKB1d5o, 310.000, 320.000, "/m/04brg2"
5D2UdmWOipI, 10.000, 20.000, "/m/04brg2"
69VgW9hZ1jc, 190.000, 200.000, "/m/04brg2"
6faPFBUvXh0, 200.000, 210.000, "/m/04brg2"
6hpAs8vJOow, 70.000, 80.000, "/m/04brg2"
75Ro0rRqJdg, 50.000, 60.000, "/m/04brg2"
7C4HntU8OzA, 0.000, 10.000, "/m/04brg2"
7WlRADYl44I, 30.000, 40.000, "/m/04brg2"
8GFntf9pr2M, 120.000, 130.000, "/m/04brg2"
9A1Sm-1KEqo, 190.000, 200.000, "/m/04brg2"
9SRUFh4J-9Y, 80.000, 90.000, "/m/04brg2"
9lBCoB8g7fU, 20.000, 30.000, "/m/04brg2"
9rjQjEg-XV0, 0.000, 7.000, "/m/04brg2"
9wQaQJq0Aok, 100.000, 110.000, "/m/04brg2"
BNUpvKtFrlM, 380.000, 390.000, "/m/04brg2"
-6n82E5zyuY, 70.000, 80.000, "/m/07pp_mv"
-kJT_nUHinA, 50.000, 60.000, "/m/07pp_mv"
0j1-0Y6lGck, 120.000, 130.000, "/m/07pp_mv;/m/09x0r"
2GQHZpe5yjA, 50.000, 60.000, "/m/07pp_mv"
3bfLx0v2z_M, 10.000, 20.000, "/m/07pp_mv"
3jlZEJBFJWQ, 220.000, 230.000, "/m/07pp_mv"
54tr1EdazoQ, 0.000, 10.000, "/m/07pp_mv"
5CYK7AKivDo, 180.000, 190.000, "/m/07pp_mv"
61X1X_LmORw, 90.000, 100.000, "/m/07pp_mv;/m/09x0r"
6Q2pEz4dH9o, 190.000, 200.000, "/m/07pp_mv"
6TkcupyZ5Fo, 50.000, 60.000, "/m/07pp_mv"
73BZrwK0WG4, 10.000, 20.000, "/m/07pp_mv"
79rmTWPTE4k, 20.000, 30.000, "/m/07pp_mv;/m/07pp_mv"
84DPXuqLmPU, 10.000, 20.000, "/m/07pp_mv"
8eEE_7vieA4, 60.000, 70.000, "/m/07pp_mv"
8qft_Gz8pbI, 40.000, 50.000, "/m/07pp_mv;/m/09x0r"
94sZbMbYJu0, 200.000, 210.000, "/m/07pp_mv"
9h5ROryAOB8, 30.000, 40.000, "/m/07pp_mv"
9it7TG54R7o, 20.000, 30.000, "/m/07pp_mv"
AdC7VM5iayo, 30.000, 40.000, "/m/07pp_mv"
Bbe0SLalfds, 300.000, 310.000, "/m/07pp_mv"
Bv7HaboieiI, 30.000, 40.000, "/m/07pp_mv"
CYgCdPSDuLU, 30.000, 40.000, "/m/07pp_mv;/m/09x0r"
DKIzFmeudjY, 10.000, 20.000, "/m/07pp_mv"
Dvo5gaHHMss, 60.000, 70.000, "/m/07pp_mv"
Dxl06F35zRU, 190.000, 200.000, "/m/07pp_mv"
EzPcuNoSHMM, 100.000, 110.000, "/m/07pp_mv;/m/09x0r"
FkxerJFHgwk, 30.000, 40.000, "/m/07pp_mv"
FuWDfaQjbvs, 100.000, 110.000, "/m/07pp_mv"
G9THIahRtIg, 30.000, 40.000, "/m/07pp_mv"
IJCt1QRXB2c, 10.000, 20.000, "/m/07pp_mv"
INo6GZA4JmI, 30.000, 40.000, "/m/07pp_mv"
ImI6wq8MZHI, 30.000, 40.000, "/m/07pp_mv"
JUfqY02LE8o, 30.000, 40.000, "/m/07pp_mv"
K_nRJ9wSrJo, 230.000, 240.000, "/m/07pp_mv"
KlhaNw2GOdI, 30.000, 40.000, "/m/07pp_mv"
LUXsrbkMXAo, 30.000, 40.000, "/m/07pp_mv;/m/09x0r"
MAKDYhkqEuM, 30.000, 40.000, "/m/07pp_mv"
MU-mjwNA8WA, 10.000, 20.000, "/m/07pp_mv"
Nc2S-9oUB8M, 70.000, 80.000, "/m/07pp_mv"
Nuua5ODd_fU, 50.000, 60.000, "/m/07pp_mv;/m/09x0r"
P4qAI2r1p-Y, 20.000, 30.000, "/m/07pp_mv;/m/09x0r"
P91WX58Lmy0, 30.000, 40.000, "/m/07pp_mv;/m/09x0r"
P_LNQaKzuik, 20.000, 30.000, "/m/07pp_mv"
PaTwyzQDgmU, 70.000, 80.000, "/m/07pp_mv"
Pti94mTT8SY, 30.000, 40.000, "/m/07pp_mv"
QSgqjJ2iglM, 30.000, 40.000, "/m/07pp_mv"
RMfA-0f-aDk, 12.000, 22.000, "/m/07pp_mv"
TZmFozrJ7BE, 20.000, 30.000, "/m/07pp_mv"
Tau23jfxRV0, 2.000, 12.000, "/m/07pp_mv"
Tx8HKkQEPrc, 10.000, 20.000, "/m/07pp_mv"
U4nhmciONvk, 20.000, 30.000, "/m/07pp_mv"
UtFWit1DrMk, 0.000, 10.000, "/m/07pp_mv"
VbPjWw7pRzo, 230.000, 240.000, "/m/07pp_mv"
WQsD5BeHcVM, 80.000, 90.000, "/m/07pp_mv"
WpaOXMCen7s, 0.000, 10.000, "/m/07pp_mv"
WvGEDbhCAps, 0.000, 10.000, "/m/07pp_mv"
Wzt30lCBGHs, 60.000, 70.000, "/m/07pp_mv;/m/09x0r"
X6U476H2pWw, 20.000, 30.000, "/m/07pp_mv"
XOxXhQAmuYM, 110.000, 120.000, "/m/07pp_mv"
3Q4BXiy1O4M, 130.000, 140.000, "/m/07pp_mv"
-Jnns0s8q2g, 22.000, 32.000, "/m/07pp_mv;/m/09x0r"
-ZgUXgJn4U0, 0.000, 10.000, "/m/07pp_mv"
-pP61DogSPY, 30.000, 40.000, "/m/07pp_mv"
0F1zmrJb1tI, 30.000, 40.000, "/m/07pp_mv;/m/09x0r"
0FS8b5CAMp8, 150.000, 160.000, "/m/07pp_mv;/m/09x0r"
0IkRggWmlfo, 0.000, 10.000, "/m/07pp_mv;/m/09x0r"
17cA4Gv1BZY, 220.000, 230.000, "/m/07pp_mv"
1Iv2NfqIrS4, 21.000, 31.000, "/m/07pp_mv"
1bmyWAIQ8kU, 60.000, 70.000, "/m/07pp_mv;/m/09x0r"
20ARmYU0v4I, 10.000, 20.000, "/m/07pp_mv"
2Lr0D12vRyc, 20.000, 30.000, "/m/07pp_mv"
2MXgZDIhMBE, 140.000, 150.000, "/m/07pp_mv"
2VQtwvIo8qs, 470.000, 480.000, "/m/07pp_mv;/m/09x0r"
2Y0T7yIvKsk, 50.000, 60.000, "/m/07pp_mv;/m/09x0r"
2rDDBfzFoFE, 270.000, 280.000, "/m/07pp_mv;/m/09x0r"
32j2ljoJnrs, 30.000, 40.000, "/m/07pp_mv;/m/09x0r"
3DRjPtu_lPs, 1.000, 11.000, "/m/07pp_mv"
3YRHXBx7M-o, 0.000, 10.000, "/m/07pp_mv"
3faRdcvQG4c, 0.000, 10.000, "/m/07pp_mv"
3wFAf6wVAVM, 100.000, 110.000, "/m/07pp_mv"
3za58UBL5rE, 0.000, 10.000, "/m/07pp_mv"
4CKQdo1ppjs, 0.000, 10.000, "/m/07pp_mv"
4GpYhHH7V7g, 7.000, 17.000, "/m/07pp_mv"
4UOZhV_zU0g, 0.000, 10.000, "/m/07pp_mv;/m/09x0r"
5CQxRy_KRLg, 170.000, 180.000, "/m/07pp_mv"
5c5Xz7mbQcA, 20.000, 30.000, "/m/07pp_mv;/m/09x0r"
5vgZPDEI0Xo, 130.000, 140.000, "/m/07pp_mv;/m/09x0r"
6AIQWsPfoVg, 50.000, 60.000, "/m/07pp_mv"
6Tc-PG_aE9k, 0.000, 10.000, "/m/07pp_mv"
6mZSpGpIy-M, 0.000, 10.000, "/m/07pp_mv"
7aaCPJACSg4, 6.000, 16.000, "/m/07pp_mv"
7kSLOXodo5Y, 20.000, 30.000, "/m/07pp_mv"
